Tag(English),Tag(Japanese)
sleepwear,寝間着
qingdai_guanmao,清朝官帽
lotus,蓮
dice,サイコロ
mitsudomoe_(shape),三つ巴(形)
hand_on_another's_hip,他人の腰に手を置く
goldfish,金魚
bullpup,ブルパップ
fox_boy,狐少年
multi-tied_hair,複数結び髪
medal,メダル
corruption,堕落
slime_girl,スライム娘
animal_ear_piercing,動物耳ピアス
shark_hair_ornament,サメ髪飾り
colored_tongue,色付き舌
leg_lock,脚拘束
rod_of_remorse,懺悔棒
chainsaw,チェーンソー
shibari_over_clothes,服の上の縛り
bird_girl,鳥娘
holding_flag,旗を持っている
treble_clef,ト音記号
darkness,闇
ribbed_dress,リブ編みドレス
watson_cross,ワトソン十字
gaping,ガーピング
flower_pot,植木鉢
gold_earrings,金のイヤリング
cheese,チーズ
two-tone_bikini,ツートーンビキニ
lace_panties,レースパンティ
tassel_hair_ornament,房飾り
chained,鎖で繋がれて
wide_spread_legs,大きく広げた脚
in_tree,木の中
bad_feet,足が不格好
loose_belt,緩めたベルト
on_shoulder,肩の上
candy_cane,キャンディケイン
triangle,三角形
food_on_head,頭上の食べ物
mandarin_collar,中華襟
feather_hair,羽髪
5koma,5コマ
finger_to_cheek,頬に指
super_saiyan,超サイヤ人
2020,2020年
puckered_lips,すぼめた唇
soldier,兵士
sailor_bikini,セーラービキニ
ramen,ラーメン
striped_bra,ストライプブラ
scene_reference,シーン引用
orange_hairband,オレンジのヘアバンド
ankle_ribbon,足首リボン
nipple_rings,乳首リング
flower_earrings,花のイヤリング
riding_crop,乗馬鞭
profanity,冒涜
embers,燃えさし
paint,塗料
strappy_heels,ストラップヒール
torn_sleeves,破れた袖
grey_horns,灰色の角
plum_blossoms,梅の花
happy_valentine,ハッピーバレンタイン
orgy,乱交
bloom,開花
plunging_neckline,深い襟ぐり
bamboo_forest,竹林
flats,フラットシューズ
red_pantyhose,赤いパンスト
fluffy,ふわふわ
blue_serafuku,青セーラー服
white_cloak,白いマント
torn_bodysuit,破れたボディスーツ
greyscale_with_colored_background,単色背景のグレースケール
white_cat,白猫
crescent_earrings,三日月イヤリング
yellow_pupils,黄色い瞳孔
purple_umbrella,紫の傘
drill_sidelocks,ドリルサイドテール
real_life_insert,実写挿入
harem_outfit,ハーレム衣装
pink_scrunchie,ピンクのスクランチ
dusk,夕暮れ
hands_in_opposite_sleeves,逆袖に手
electric_fan,扇風機
strap_between_breasts,胸間ストラップ
winged_hat,翼の帽子
licking_finger,指を舐める
crotch_rope,股縄
tusks,牙
plastic_bag,ビニール袋
holding_arrow,矢を持っている
shirt_tug,シャツを引っ張る
meiji_schoolgirl_uniform,明治女学生服
obliques,脇腹
purple_cape,紫のケープ
wa_maid,和メイド
stethoscope,聴診器
undersized_clothes,小さすぎる服
numbered,番号付き
shell_casing,薬莢
orange_bodysuit,オレンジボディスーツ
ghost_tail,幽霊の尾
paw_shoes,肉球シューズ
cross_scar,十字傷
penis_grab,陰茎を掴む
suspender_shorts,サスペンダーショーツ
twitter_logo,Twitterロゴ
see-through_dress,透けドレス
eye_mask,アイマスク
female_pov,女性視点
tally,集計
lotion,ローション
holding_controller,コントローラーを持っている
gold_chain,金のチェーン
puppet,人形
microdress,ミニドレス
covered_face,顔隠し
blue_cardigan,青カーディガン
clitoral_stimulation,陰核刺激
porkpie_hat,ポークパイハット
seashell,貝殻
breast_slip,乳房スリップ
plantar_flexion,底屈
arm_held_back,腕を後ろに
parted_hair,分け目
clitoral_hood,陰核包皮
squirrel_girl,リス娘
white_sports_bra,白いスポーツブラ
thumb_ring,親指リング
vibrator_under_clothes,服の下のバイブ
spade_(shape),スペード(形)
arm_around_neck,首に腕を回す
dot_mouth,点口
mismatched_footwear,左右違う靴
come_hither,おいでポーズ
police_hat,警察帽
holding_doll,人形を持っている
white_cardigan,白カーディガン
cellphone_photo,携帯写真
over-rim_eyewear,眼鏡の上から
diagonal-striped_bow,斜め縞リボン
blue_fur,青い毛皮
covering_own_eyes,自らの目を覆う
shower_head,シャワーヘッド
flask,フラスコ
heart-shaped_pillow,ハート形枕
hanfu,漢服
small_penis,小陰茎
hugging_doll,人形を抱きしめる
unworn_helmet,未装着ヘルメット
mohawk,モヒカン
multi-strapped_bikini_bottom,複数ストラップビキニボトム
pinching,摘む
monkey_tail,サルの尾
ladder,はしご
shoe_dangle,靴をぶらぶら
energy_wings,エネルギーの翼
pudding,プリン
multicolored_swimsuit,多色水着
hand_on_another's_thigh,他人の太ももに手を置く
abstract,抽象
locker_room,ロッカールーム
wide_ponytail,太いポニーテール
snowflake_hair_ornament,雪の結晶髪飾り
purple_shorts,紫のショーツ
smell,匂い
covered_abs,腹筋隠し
blue_overalls,青いオーバーオール
condom_on_penis,装着コンドーム
snowflake_print,雪の結晶模様
head-mounted_display,ヘッドマウントディスプレイ
skull_and_crossbones,ドクロ印
sunburst,サンバースト
orange_theme,オレンジ色のテーマ
rubber_boots,ゴム長靴
checkered_scarf,チェックマフラー
reverse_upright_straddle,逆騎乗位
holding_sheath,鞘を持っている
g-string,Gストリング
breastless_clothes,乳房無し服
black_apron,黒エプロン
peeking,覗き見
beard_stubble,ひげ剃り跡
purple_scarf,紫のスカーフ
hip_bones,腰骨
french_fries,フライドポテト
mechanical_legs,機械の脚
white_theme,白のテーマ
purple_coat,紫のコート
american_flag_bikini,星条旗ビキニ
child_on_child,子供同士
wedding,結婚式
striped_pants,縞パンツ
jirai_kei,地雷系
black_corset,黒コルセット
glowstick,グロースティック
yellow_scrunchie,黄色いスクランチ
yunomi,湯呑み
brown_ribbon,茶色のリボン
moonlight,月光
stage_lights,舞台照明
jackal_ears,ジャッカル耳
bento,弁当
evolutionary_line,進化ライン
hand_grab,手を掴む
carpet,絨毯
whistle_around_neck,首に笛
spoken_anger_vein,怒りマーク
cigar,葉巻
heart_in_mouth,口にハート
gae_bolg_(fate),ゲイボルグ(Fate)
side_cutout,サイドカットアウト
bandaged_head,頭包帯
world_war_ii,第二次世界大戦
high_side_ponytail,高いサイドポニー
coffee_cup,コーヒーカップ
holding_basket,カゴを持っている
mismatched_bikini,左右違うビキニ
fetal_position,胎児の姿勢
black_feathers,黒い羽
red_socks,赤い靴下
blue_lips,青い唇
bass_guitar,ベースギター
neck_ruff,首輪フリル
kuromorimine_military_uniform,黒森峰軍服
orc,オーク
feather_trim,羽縁
giving,与える
paddle,パドル
pirate,海賊
white_nails,白い爪
song_name,曲名
urethra,尿道
turtle_shell,亀の甲羅
tongue_piercing,舌ピアス
jealous,嫉妬
praying,祈り
:i,笑顔
driving,運転
shoulder_spikes,肩のスパイク
holding_panties,パンティを持っている
o-ring_choker,Oリングチョーカー
cold,寒い
clover_hair_ornament,クローバー髪飾り
evening_gown,イブニングドレス
scar_on_forehead,額の傷跡
duffel_bag,ダッフルバッグ
shared_clothes,共有衣装
pink_bodysuit,ピンクのボディスーツ
holding_leash,リードを持っている
gekkoukan_high_school_uniform,月光館学園制服
panda,パンダ
alternate_legwear,代替レッグウェア
on_lap,膝の上
left-to-right_manga,左開き漫画
chinese_knot,中国結び
shark,サメ
diamond-shaped_pupils,菱形瞳孔
long_pointy_ears,長くとがった耳
frilled_ribbon,フリルリボン
orange_shorts,オレンジのショーツ
talisman,お守り
instant_loss,即敗
broken_glass,割れたガラス
holding_hammer,ハンマーを持っている
unworn_shirt,未着用シャツ
sitting_on_desk,机に座る
enpera,エンペラ
bite_mark,噛み跡
two-footed_footjob,両足での足コキ
sink,流し台
cum_on_male,男性の精液
screaming,叫び
torn_cape,破れたケープ
sitting_on_face,顔に座る
holding_condom,コンドームを持っている
keyhole,鍵穴
finger_in_another's_mouth,他人の口に指
bow_bikini,リボンビキニ
rubbing_eyes,目をこする
mouse_(computer),マウス(コンピュータ)
cooperative_fellatio,共同フェラ
fashion,ファッション
matching_outfits,お揃い服
anime_coloring,アニメ塗り
orange_kimono,オレンジの着物
red_armband,赤い腕章
strangling,絞める
flame-tipped_tail,炎先端の尾
string_of_flags,旗の列
strapless_shirt,ストラップレストップ
turning_head,振り返る
tiger_boy,虎少年
path,小道
scratches,引っかき傷
hair_horns,角型髪型
pawpads,肉球
shaved_ice,かき氷
princess,王女
black_hakama,黒袴
holding_sign,看板を持っている
soccer_ball,サッカーボール
pill,錠剤
shimakaze_(kancolle)_(cosplay),島風(艦これ)(コスプレ)
pink_hoodie,ピンクのフーディ
ice_cube,氷塊
gem_uniform_(houseki_no_kuni),宝石制服(宝石の国)
suspension,宙吊り
brown_theme,茶色のテーマ
patterned_background,模様背景
shoulder_carry,肩に担ぐ
sigh,ため息
tombstone,墓石
asticassia_school_uniform,アスティカシア学園制服
puffy_detached_sleeves,膨らみ分離袖
aqua_dress,アクアドレス
skin_fangs,皮膚牙
egyptian_clothes,エジプト服
thigh_sex,腿交
deer_ears,鹿の耳
beach_towel,ビーチタオル
uneven_gloves,左右違う手袋
club_(weapon),棍棒(武器)
medium_dress,ミディ丈ドレス
dirty_face,汚れた顔
mallet,木槌
fur_coat,毛皮コート
looking_over_eyewear,眼鏡越しに見る
bodysuit_under_clothes,服下のボディスーツ
open_shorts,開いたショーツ
hand_in_another's_hair,他人の髪に手を
foot_up,足を上げる
toothbrush,歯ブラシ
flower_wreath,花冠
clothes_in_mouth,口に服
skirt_tug,スカートを引っ張る
jellyfish,クラゲ
tailcoat,燕尾服
pink-framed_eyewear,ピンク縁眼鏡
blue_apron,青エプロン
chest_belt,胸ベルト
year_of_the_tiger,寅年
red_cloak,赤いマント
restaurant,レストラン
year_of_the_rabbit,卯年
looking_at_phone,電話を見る
hadanugi_dousa,肌脱ぎ動作
bandaid_on_pussy,陰部の絆創膏
lace-trimmed_dress,レース縁ドレス
caterpillar_tracks,キャタピラ
stray_pubic_hair,はみ出た陰毛
feather_earrings,羽のイヤリング
holding_sack,袋を持っている
raincoat,レインコート
quill,羽ペン
santa_bikini,サンタビキニ
brown_sweater_vest,茶色ベスト
broken_horn,折れた角
laurel_crown,月桂冠
loose_hair_strand,はみ出た髪
large_hat,大きな帽子
on_table,テーブルの上
quarter_note,四分音符
yugake,弽
omelet,オムレツ
pig,豚
drumsticks,ドラムスティック
eastern_dragon,東洋の龍
padlock,南京錠
flaming_eye,燃える目
holding_cat,猫を抱く
typo,誤字
pith_helmet,探検帽
people,人々
sticker,ステッカー
melting,溶ける
hill,丘
brown_capelet,茶色ケープ
mating_press,交尾体位
open-chest_sweater,胸開きセーター
pom_pom_hair_ornament,ポンポン髪飾り
desert,砂漠
faux_traditional_media,偽伝統媒体
sunrise,日の出
arabian_clothes,アラビアン服
looking_at_animal,動物を見る
magazine_(object),雑誌(物体)
seamed_legwear,縫い目レッグウェア
tokkuri,徳利
twitching_penis,痙攣する陰茎
ear_tag,耳タグ
head_grab,頭を掴む
glitch,グリッチ
hand_in_panties,パンティの中の手
grey_fur,灰色の毛皮
grey_bow,灰色のリボン
swirl_lollipop,渦巻きペロペロ
arch,アーチ
chemise,シュミーズ
aqua_skirt,アクアスカート
pant_suit,パンツスーツ
hooded_cape,フード付きケープ
walk-in,歩き込み
hands_on_own_head,自らの頭に手
basketball,バスケットボール
single_ear_cover,片耳覆い
wrestling_outfit,レスリング衣装
attack,攻撃
graffiti,落書き
disembodied_head,胴体のない頭
thick_arms,太い腕
holding_paintbrush,絵筆を持っている
cat_ear_panties,猫耳パンツ
red_umbrella,赤い傘
sangvis_ferri,サングヴィス・フェリ（作品名）
phimosis,包茎
wife_and_wife,妻と妻
flat_ass,平らなお尻
birthday_cake,誕生日ケーキ
fur_scarf,毛皮のスカーフ
zombie_pose,ゾンビのポーズ
pink_sleeves,ピンクの袖
sweets,お菓子
narrowed_eyes,細めた目
asphyxiation,窒息プレイ
safety_pin,安全ピン
futa_with_male,ふたなりと男性
flower_(symbol),花（シンボル）
zero_suit,ゼロスーツ
bomber_jacket,ボンバージャケット
>_o,>_o（顔文字）
no_eyewear,眼鏡なし
smelling,嗅いでいる
patterned_clothing,柄物の服
very_sweaty,汗だく
naoetsu_high_school_uniform,直江津高校制服
brown_kimono,茶色の着物
cliff,崖
kabedon,壁ドン
rice_bowl,茶碗
roman_numeral,ローマ数字
blur_censor,ぼかし修正
hexagram,六芒星
\||/,\||/（記号）
cervix,子宮頸部
2019,2019年
purple_sweater,紫のセーター
impregnation,受精
high-waist_pants,ハイウエストパンツ
tuxedo,タキシード
ceiling_light,天井灯
car_interior,車内
have_to_pee,尿意がある
overskirt,オーバースカート
yellow_skin,黄色い肌
moss,苔
chain_leash,チェーンリード
crossed_bandaids,クロスバンドエイド
bit_gag,ビットギャグ
orange_scrunchie,オレンジのスクランチ
anal_fingering,アナルフィンガリング
volleyball,バレーボール
cover_image,表紙画像
negligee,ネグリジェ
green_choker,緑のチョーカー
caught,捕まる
cyberpunk,サイバーパンク
borrowed_clothes,借り物の服
dessert,デザート
power_symbol,電源マーク
calendar_(object),カレンダー（物体）
diagonal-striped_necktie,斜めストライプネクタイ
back_tattoo,背中のタトゥー
spatula,スパチュラ
brown_sailor_collar,茶色セーラーカラー
black_leggings,黒レギンス
light_trail,光の軌跡
hand_on_hilt,柄に手を置く
2018,2018年
o3o,o3o（顔文字）
aqua_ribbon,アクアリボン
large_tail,大きな尾
tied_up_(nonsexual),縛られている（非性的）
bread_slice,食パンスライス
black_rose,黒薔薇
averting_eyes,目をそらす
head_back,頭を後ろに
dreadlocks,ドレッドロックス
wire,針金
ainu_clothes,アイヌ服
yellow_vest,黄色いベスト
sleeping_upright,直立睡眠
candlestand,燭台
smiley_face,スマイル顔
red_hoodie,赤パーカー
drawing_(object),絵（物体）
white_suit,白スーツ
pink_pants,ピンクパンツ
bandaid_on_arm,腕のバンドエイド
grimace,しかめ面
wreath,花輪
carrot_necklace,人参ネックレス
character_hair_ornament,キャラクター髪飾り
mechanical_horns,機械的な角
humanoid_robot,人型ロボット
pulling_another's_clothes,他人の服を引っ張る
grey-framed_eyewear,グレーフレーム眼鏡
pastry,ペイストリー
ribbon-trimmed_skirt,リボン飾りスカート
carrying_over_shoulder,肩に担ぐ
lights,照明
sun_symbol,太陽マーク
milk_bottle,哺乳瓶
see-through_legwear,透けストッキング
sword_of_hisou,飛双の剣
facing_to_the_side,横を向く
bare_hips,はだけた腰
nape,うなじ
uneven_sleeves,不均等な袖
steam_censor,湯気修正
light_bulb,電球
belly_chain,腹チェーン
