Tag(English),Tag(Japanese),Count
strapless_bikini,ストラップレスビキニ,189
cliff,崖,189
bandaid_on_arm,腕のバンドエイド,189
electrical_outlet,コンセント,189
pumpkin,カボチャ,189
cherry_hair_ornament,サクランボの髪飾り,189
purple_shorts,紫のショーツ,189
holding_controller,コントローラーを持っている,189
spikes,スパイク,188
stuffed_panda,パンダのぬいぐるみ,188
bangs_pinned_back,前髪留め,188
horse,馬,188
tasuki,たすき,188
thinking,考え中,188
blue_ascot,青いアスコットタイ,187
adapted_uniform,改変されたユニフォーム,187
dark_elf,ダークエルフ,187
black_cloak,黒マント,187
dragon_horns,竜の角,187
wet_dress,濡れたドレス,187
cover_page,表紙,187
bear_hair_ornament,熊髪飾り,187
crescent_moon,三日月,187
>o<,>o< (顔文字),187
slingshot_swimsuit,スリングショット水着,186
purple_capelet,紫ケープレット,186
cum_on_pussy,膣の上に精液,186
kashima_(kancolle),鹿島（艦これ）,186
pink_border,ピンク枠,186
icing,アイシング,186
macaron,マカロン,185
cherry_blossom_print,桜柄,185
holding_stuffed_toy,ぬいぐるみを保持,185
unworn_shoes,未着用の靴,185
lane_line,レーンライン,185
!?,!?,185
aqua_bikini,アクアビキニ,185
heart_o-ring,ハートOリング,185
strawberry_panties,イチゴのパンティー,185
sanpaku,三白眼,184
open_belt,開いたベルト,184
tablet_pc,タブレットPC,184
pastry_bag,絞り袋,184
interspecies,異種族,183
taking_picture,写真撮影,183
holding_cigarette,タバコ保持,183
train,列車,183
:i,笑顔,183
fallen_down,倒れる,183
asa_no_ha_(pattern),麻の葉模様,182
red_apron,赤エプロン,182
holding_paper,紙保持,182
tombstone,墓石,181
cat_on_head,頭の上の猫,181
naked_hoodie,裸にフーディー,181
yakumo_yukari,八雲紫,181
sauna,サウナ,181
steam_censor,湯気修正,181
nosebleed,鼻血,181
light_areolae,薄い乳輪,180
shared_object_insertion,共有物の挿入,180
waist_bow,腰リボン,180
pants_under_skirt,スカートの下のパンツ,180
dizzy_(guilty_gear),ディズィー（ギルティギア）,180
scarf_over_mouth,口を覆うスカーフ,180
dissolving_clothes,溶ける服,180
bound_ankles,縛られた足首,180
glowing_sword,輝く剣,180
burning,燃焼中,180
pinstripe_shirt,ピンストライプのシャツ,180
cuts,切り傷,180
holding_pencil,鉛筆を持っている,179
grey_leotard,灰色のレオタード,179
torn_shorts,破れたショーツ,179
spoken_ellipsis,省略された台詞,179
kizuna_akari,紲星あかり,178
ofuda,お札,178
entangled,絡み合った,178
truck,トラック,178
curled_horns,巻き角,178
hands_on_shoulders,肩に手を置く,178
holding_flower,花を持って,178
black_rose,黒薔薇,178
gas_mask,ガスマスク,178
intravenous_drip,点滴,178
baseball_bat,野球バット,178
orange_(fruit),オレンジ(果物),177
starry_background,星空背景,177
orange_neckerchief,オレンジのネッカチーフ,177
notched_lapels,ノッチドラペル,176
black_cardigan,黒カーディガン,176
shoulder_carry,肩に担ぐ,176
black_sclera,黒い強膜,176
charm_(object),チャーム(装飾),176
white_border,白枠,176
strangling,絞める,175
josou_seme,女装攻め,175
dithering,ディザリング,175
hair_in_own_mouth,自分の髪を口にくわえる,175
ankle_grab,足首を掴む,175
shibari_over_clothes,服の上の縛り,175
dragon_tail,竜の尾,174
green-framed_eyewear,グリーンフレーム眼鏡,174
bandaid_on_pussy,陰部の絆創膏,174
crate,木箱,174
arm_tattoo,腕のタトゥー,174
crotch_grab,股間を掴む,174
holding_stylus,スタイラスを持っている,174
blue_sash,青サッシュ,174
ribbon_in_mouth,口にくわえたリボン,174
bondage_outfit,緊縛衣装,174
white_bloomers,白ブルマ,173
pilot,パイロット,173
drawing_tablet,ペンタブレット,173
guard_rail,ガードレール,173
holding_card,カード保持,173
milk,牛乳,172
komeiji_satori,古明地さとり,172
torn_shirt,破れたシャツ,172
wolf,狼,172
sode,袖,172
mermaid,人魚,172
sunscreen,日焼け止め,171
viewfinder,ファインダー,171
izayoi_sakuya,十六夜咲夜,171
bespectacled,眼鏡をかけて,171
light_bulb,電球,171
graduation,卒業,171
red_curtains,赤いカーテン,171
rose_print,バラ模様,171
chest_sarashi,胸さらし,170
soap_censor,石鹸修正,170
orange_scrunchie,オレンジのスクランチ,170
massage,マッサージ,170
harem_outfit,ハーレム衣装,169
kita_high_school_uniform,北高校制服,169
snowflakes,雪の結晶,169
green_sailor_collar,緑セーラー襟,169
sleeves_pushed_up,袖をまくり上げた,169
hexagram,六芒星,169
armpit_peek,脇のぞき,169
spreader_bar,スプレッダーバー,168
smiley_face,スマイル顔,168
camcorder,カムコーダー,168
holding_bowl,ボウル保持,168
single_boot,片方のブーツ,168
low_twin_braids,低いツインテール,168
sheep,羊,168
bra_peek,ブラ覗き見,167
laundry_basket,洗濯かご,167
grey_sports_bra,灰色のスポーツブラ,167
arm_warmers,アームウォーマー,167
purple_cape,紫のケープ,166
chainsaw,チェーンソー,166
glint,きらめき,166
tentacles_under_clothes,服の下の触手,166
globe,地球儀,166
heart_background,ハート背景,166
instrument_case,楽器ケース,166
zipper_pull_tab,ジッパーの引き手,166
track_and_field,陸上競技,166
plaid_vest,チェックベスト,166
maid_bikini,メイドビキニ,165
brown_cloak,茶色のマント,165
silent_comic,無音漫画,165
fur-trimmed_legwear,毛皮飾りレッグウェア,165
puckered_anus,しわしわの肛門,165
medical_eyepatch,医療用眼帯,165
tennis_ball,テニスボール,164
finger_to_own_chin,自分の顎に指,164
mother_and_son,母と息子,164
saigyouji_yuyuko,西行寺幽々子,164
sports_bra_lift,スポーツブラを持ち上げる,164
fox,狐,164
kikuchi_makoto,菊地真,164
holding_camera,カメラ保持,164
revolver,リボルバー,164
reflective_water,反射する水,163
checkered_background,チェック背景,163
french_fries,フライドポテト,163
digital_clock,デジタル時計,163
paint_on_clothes,服に絵の具,163
thorns,棘,163
ringlets,リングレット,163
rural,田舎,162
fur-trimmed_hood,毛皮縁フード,162
upshorts,アップショーツ,162
blood_on_weapon,武器の血,162
used_tissue,使用済みティッシュ,162
little_red_riding_hood_(grimm),赤ずきん(グリム),162
open_skirt,開いたスカート,161
holding_polearm,長柄武器を持って,161
puckered_lips,すぼめた唇,161
multiple_hair_bows,複数ヘアリボン,161
paw_shoes,肉球シューズ,161
too_many,多すぎる,161
milk_carton,牛乳パック,161
double_dildo,ダブルディルド,161
wataboushi,わたぼうし,160
paint_splatter,ペンキの飛沫,160
poking,つつき,160
bag_charm,バッグチャーム,159
purple_cardigan,紫色のカーディガン,159
broken_heart,壊れた心,159
grabbing_another's_chin,他人の顎をつかむ,159
wiping_tears,涙を拭う,158
cum_on_self,自分自身の精液,158
father_and_daughter,父と娘,158
lance,槍,158
wooden_sword,木刀,158
hakurei_reimu,博麗霊夢,158
backboob,背中胸,158
ranguage,ランゲージ（ラングリッサー）,158
furry,ファーリー,158
bamboo_broom,竹ぼうき,158
leaning_to_the_side,横向き傾斜,157
grey_kimono,灰色着物,157
stuffed_dog,犬のぬいぐるみ,157
pornography,ポルノ,156
knee_pads,ニーパッド,156
belt_bra,ベルトブラ,156
koakuma,小悪魔,156
personification,擬人化,156
lace_bra,レースブラ,156
athletic_leotard,アスレチックレオタード,156
volleyball_uniform,バレーボールユニフォーム,156
drum,ドラム,156
red_one-piece_swimsuit,赤ワンピ水着,156
figure,フィギュア,155
drying,乾燥中,155
cage,檻,155
yellow_one-piece_swimsuit,黄色いワンピース水着,155
cotton_candy,綿あめ,155
traffic_cone,トラフィックコーン,155
groceries,食料品,155
chessboard,チェス盤,155
snack,スナック,154
manly,男らしい,154
engrish_text,イングリッシュテキスト,154
genderswap,性別変換,154
artist_name,作者名,154
maebari,前貼り,154
aqua_neckerchief,水色のネッカチーフ,154
red_track_suit,赤いトラックスーツ,153
hawaiian_shirt,ハワイアンシャツ,153
squiggle,くねくね線,153
messy_hair,乱れた髪,153
chess_piece,チェスの駒,153
brown_ribbon,茶色のリボン,152
heart_censor,ハート型修正,152
picnic_basket,ピクニックバスケット,152
:x,:x（顔文字）,152
watermelon,スイカ,152
chess,チェス,152
heart_choker,ハートのチョーカー,151
crowd,群衆,151
super_sonico,すーぱーそに子,151
dated,年代物,151
standing_split,開脚立ち,151
serious,真剣な,151
one_eye_covered,片目隠し,151
finger_to_face,顔に指,151
bra_visible_through_clothes,服越しブラ,150
dimples_of_venus,腰窩,150
bus_stop,バス停,150
vampire,吸血鬼,150
enpera,エンペラ,150
blue_cape,青いケープ,150
short_sword,短剣,149
blue_belt,青いベルト,149
dancer,ダンサー,149
grey_sky,灰色の空,149
maekawa_miku,前川みく,149
flower_knot,花結び,148
metal_collar,金属首輪,148
reindeer_antlers,トナカイの角,148
signature,サイン,148
oven_mitts,オーブンミトン,148
sigh,ため息,148
juice,ジュース,148
white_vest,白ベスト,148
furisode,振袖,148
union_jack,ユニオンジャック,148
if_they_mated,もし交配したら,148
scales,鱗,148
white_tank_top,白いタンクトップ,148
tweaking_own_nipple,自分の乳首をいじる,147
quiver,矢筒,147
damaged,損傷,147
contrail,飛行機雲,147
poncho,ポンチョ,147
guitar_case,ギターケース,147
priest_(ragnarok_online),プリースト(ラグナロクオンライン),147
cum_on_legs,脚の精液,147
hitodama,人魂,147
quill,羽ペン,147
baking,ベーキング,146
blue_outline,青いアウトライン,146
x3,x3,146
market_stall,市場の屋台,146
grey_bikini,灰色のビキニ,146
hands_on_own_ass,自分の尻に手,146
moss,苔,146
inflation,膨張,145
bag_of_chips,ポテトチップスの袋,145
mitre,ミトラ,145
sitting_in_tree,木に座る,144
tape_measure,巻尺,144
cupboard,食器棚,144
+++,+++,144
donation_box,寄付箱,144
falling_feathers,落ちる羽,144
aqua_footwear,水色の履物,144
planted,植えて,144
hoshino_ruri,星野ルリ,144
wooden_fence,木の柵,144
green_coat,緑のコート,144
stats,ステータス,143
playing_card,トランプ,143
marriage_proposal,結婚の申し込み,143
ad,広告,143
embers,燃えさし,143
takoyaki,たこ焼き,143
identity_censor,身元修正,142
gusset,ガセット,142
sniper_rifle,狙撃銃,142
stage_lights,舞台照明,142
unconventional_maid,非通常メイド,142
measuring,測定,142
disposable_cup,紙コップ,142
luna_child,ルナチャイルド,142
green_cape,緑のケープ,142
beach_chair,ビーチチェア,141
paper_bag,紙袋,141
argyle_background,アーガイル背景,141
sleepy,眠そう,141
upturned_eyes,上向きの目,140
happy_tears,嬉し涙,140
white_sports_bra,白いスポーツブラ,140
bangle,バングル,140
finger_gun,指鉄砲,140
meme,ミーム,139
spider_web,蜘蛛の巣,139
pavolia_reine,パヴォリア・レイネ,139
soda_can,ソーダ缶,139
android,アンドロイド,139
shared_clothes,共有衣装,139
objectification,オブジェクティフィケーション,139
red_sash,赤いサッシュ,139
stirrup_legwear,あぶみ脚衣,139
silk,絹,139
open_robe,開いたローブ,139
linked_piercing,リンクされたピアス,139
yagami_hayate,八神はやて,139
hand_on_headwear,頭飾りに手,138
kanzaki_ranko,神崎蘭子,138
strap_between_breasts,胸間ストラップ,138
holding_cat,猫を抱く,138
heads_together,頭を寄せ合い,138
purple_nails,紫の爪,138
knight,騎士,138
female_service_cap,女性用制帽,137
bat_hair_ornament,コウモリ髪飾り,137
cube_hair_ornament,立方体髪飾り,137
covering_another's_mouth,他人の口を覆う,137
ripples,波紋,137
kimono_skirt,着物スカート,137
maple_leaf,紅葉,137
condom_wrapper,コンドームの包み,137
pink_choker,ピンクチョーカー,137
choko_(cup),猪口,136
laundry,洗濯物,136
humiliation,屈辱,136
hat_feather,帽子の羽根,136
hand_on_headphones,ヘッドホンに手を置く,136
wide_hips,広い腰,136
alice_(alice_in_wonderland),アリス（不思議の国のアリス）,136
wedgie,ウェッジ,136
shaved_ice,かき氷,136
wreath,花輪,136
holding_lantern,提灯を持っている,135
holding_can,缶保持,135
breast_curtains,乳房カーテン,135
genderswap_(mtf),性別変換(MTF),135
holding_bottle,ボトルを持って,135
how_to,方法,135
animal_ear_headphones,動物耳ヘッドホン,135
evening_gown,イブニングドレス,135
shared_scarf,共有スカーフ,135
groom,新郎,135
asphyxiation,窒息プレイ,135
blue_tank_top,青いタンクトップ,134
striped_vest,ストライプのベスト,134
snowman,雪だるま,134
red_hood,赤ずきん,134
christmas_ornaments,クリスマスオーナメント,134
doctor,医者,134
under_tree,木の下,134
holding_game_controller,ゲームコントローラーを持っている,134
pink_sailor_collar,ピンクセーラーカラー,134
chain_necklace,チェーンネックレス,134
pink_sash,ピンクのサッシュ,133
fantasy,ファンタジー,133
smoking_pipe,喫煙パイプ,133
joints,関節,133
red_border,赤枠,133
veranda,ベランダ,133
grey_border,灰色枠,133
latex_gloves,ラテックス手袋,133
side-tie_leotard,横結びレオタード,133
jirai_kei,地雷系,132
branch,枝,132
face-to-face,向かい合い,132
frilled_collar,フリルカラー,132
little_red_riding_hood_(grimm)_(cosplay),赤ずきん（グリム）（コスプレ）,132
back-print_panties,バックプリントのパンティー,132
transparent,透明,132
orange_thighhighs,オレンジニーハイ,132
green_thighhighs,緑のニーソ,132
multiple_swords,複数の剣,132
striped_scarf,縞マフラー,131
orb,オーブ,131
no_testicles,睾丸なし,131
stuck,挟まる,131
licking_ear,耳をなめる,131
pirate_hat,海賊帽,130
star_earrings,星形イヤリング,130
pussy_juice_drip_through_clothes,服越しに滴る膣液,130
hand_grip,ハンドグリップ,130
parrot,オウム,130
bear_print,クマプリント,130
assault_visor,アサルトバイザー,130
leopard_print,ヒョウ柄,129
clothes,服,129
arm_around_waist,腰に腕を回す,129
see-through_legwear,透けストッキング,129
peeking,覗き見,129
stepped_on,踏まれる,129
fishnet_gloves,フィッシュネット手袋,129
bathrobe,バスローブ,128
arm_ribbon,腕リボン,128
two-tone_background,ツートン背景,128
white_bodysuit,白ボディスーツ,128
nervous_sweating,緊張の汗,128
cow_print,牛柄,128
tiger,虎,128
bandaids_on_nipples,乳首の絆創膏,128
sundae,サンデー,128
hand_to_head,頭に手を当てる,128
frilled_bow,フリルリボン,128
hair_tie,ヘアタイ,128
grey_theme,灰色テーマ,128
mechanical_wings,機械の翼,127
baozi,包子,127
broken_glass,割れたガラス,127
