Tag(English),Tag(Japanese)
impossible_swimsuit,不可能な水着
impregnation,受精・妊娠
improvised_gag,即席の猿轡
in_box,箱の中
in_bucket,バケツの中
in_container,容器の中
in_food,食品の中
in_the_face,顔に（射精など）
in_tree,木の中
in_water,水中
inaba_tewi,因幡てゐ（東方Project）
inazuma_(kancolle),電（艦隊これくしょん）
incest,近親相姦
incoming_attack,迫り来る攻撃
incoming_food,迫り来る食べ物
incoming_gift,迫り来る贈り物
incoming_kiss,迫り来るキス
index_(toaru_majutsu_no_index),インデックス（とある魔術の禁書目録）
index_finger_raised,人差し指を立てて
indian_style,あぐら
indoors,屋内
infinity,無限大
inflatable_raft,浮き袋
inflatable_toy,浮き輪のおもちゃ
inflation,膨張
injury,負傷
inkling,インクリング（スプラトゥーン）
innertube,浮き輪
insect_wings,昆虫の羽
inset,インセット
instrument,楽器
instrument_case,楽器ケース
interlocked_fingers,指組み
internal_cumshot,体内射精
interracial,異人種間
interspecies,異種族間
intravenous_drip,点滴
inubashiri_momiji,犬走椛（東方Project）
inugami_korone,戌神ころね（ホロライブ）
inui_toko,乾紗寿叶（かぐや様は告らせたい）
inuyama_aoi,犬山あおい（にじさんじ）
inverted_cross,逆十字
inverted_nipples,陥没乳首
invisible_penis,不可視の陰茎
iowa_(kancolle),アイオワ（艦隊これくしょん）
iphone,iPhone
ipod,iPod
irisviel_von_einzbern,アイリスフィール・フォン・アインツベルン（Fate）
iroha_(samurai_spirits),いろは（サムライスピリッツ）
iron_cross,鉄十字章
irrumatio,イラマチオ
island,島
isshiki_akane,一色あかね（クオリディア・コード）
isuzu_hana,五十嵐撫子（咲-Saki-）
italian_flag,イタリア国旗
italian_text,イタリア語のテキスト
itsumi_erika,逸見エリカ（ガールズ&パンツァー）
ivy,ツタ
iwakura_lain,岩倉玲音
izayoi_aki,十六夜アキ（ベヨネッタ）
izayoi_liko,イザヨイリコ（東方Project）
izayoi_sakuya,十六夜咲夜（東方Project）
izumi-no-kami_kanesada,和泉守兼定（刀剣乱舞）
izumi_konata,泉こなた（らき☆すた）
izumi_sagiri,和泉紗霧（エロマンガ先生）
jack-o'-lantern,ジャックオーランタン
jack_the_ripper_(fate/apocrypha),ジャック・ザ・リッパー（Fate/Apocrypha）
jacket,ジャケット
jacket_on_shoulders,肩にかけたジャケット
jacket_removed,ジャケットを脱いだ
jaggy_line,ジャギーライン
jaguar_print,ジャガープリント
james_(pokemon),コジロウ（ポケモン）
japan,日本
japan_(hetalia),日本（ヘタリア）
japanese_armor,和鎧
japanese_clothes,和服
japanese_crested_ibis_(kemono_friends),トキ（けものフレンズ）
japanese_flag,日の丸
japari_bun,ジャパリまん
japari_symbol,ジャパリパークシンボル
jar,瓶
javelin_(azur_lane),ジャベリン（アズールレーン）
jealous,嫉妬
jeanne_d'arc_(alter)_(fate),ジャンヌ・ダルク〔オルタ〕（Fate）
jeanne_d'arc_(fate),ジャンヌ・ダルク（Fate）
jeanne_d'arc_(fate/apocrypha),ジャンヌ・ダルク（Fate/Apocrypha）
jeans,ジーンズ
jellyfish,クラゲ
jersey,ジャージ
jester_cap,道化師の帽子
jet,ジェット機
jewelry,宝石類
jibril_(no_game_no_life),ジブリール（ノーゲーム・ノーライフ）
jigglypuff,プリン（ポケモン）
jill_valentine,ジル・バレンタイン（バイオハザード）
jingle_bell,ジングルベル
jintsuu_(kancolle),神通（艦隊これくしょん）
jitome,白眼
joestar_birthmark,ジョースター家の星型の痣
johnny_joestar,ジョニィ・ジョースター（ジョジョの奇妙な冒険）
joints,関節
joseph_joestar,ジョセフ・ジョースター（ジョジョの奇妙な冒険）
joseph_joestar_(old),ジョセフ・ジョースター（老年期）
joseph_joestar_(young),ジョセフ・ジョースター（青年期）
jouga_maya,城ヶ崎美嘉（アイドルマスター シンデレラガールズ）
jougasaki_mika,城ヶ崎美嘉（アイドルマスター シンデレラガールズ）
jougasaki_rika,城ヶ崎莉嘉（アイドルマスター シンデレラガールズ）
jude_mathis,ジュード・マティス（テイルズオブエクシリア）
juice,ジュース
juice_box,ジュースパック
juliet_sleeves,ジュリエットスリーブ
jumping,ジャンプ
jun'you_(kancolle),隼鷹（艦隊これくしょん）
jungle,ジャングル
junketsu,純潔（キルラキル）
junko_(touhou),純狐（東方Project）
k/da_(league_of_legends),K/DA（リーグ・オブ・レジェンド）
kaban_(kemono_friends),かばん（けものフレンズ）
kabedon,壁ドン
kaburagi_t._kotetsu,鏑木・T・虎徹（TIGER & BUNNY）
kaenbyou_rin,火焔猫燐（東方Project）
kaenbyou_rin_(cat),火焔猫燐（猫形態）
kafuu_chino,香風智乃（ご注文はうさぎですか？）
kafuu_chino's_school_uniform,香風智乃の制服
kaga_(kancolle),加賀（艦隊これくしょん）
kagami_mochi,鏡餅
kagamihara_nadeshiko,各務原なでしこ（ゆるキャン△）
kagamine_len,鏡音レン
kagamine_rin,鏡音リン
kagerou_(kancolle),陽炎（艦隊これくしょん）
kagiyama_hina,鍵山雛（東方Project）
kagura_(gintama),神楽（銀魂）
kagurazaka_asuna,神楽坂明日菜（魔法先生ネギま！）
kaijuu,怪獣
kaine_(nier),カイネ（ニーア）
kaito_(vocaloid),KAITO（VOCALOID）
kakyoin_noriaki,花京院典明（ジョジョの奇妙な冒険）
kalashnikov_rifle,カラシニコフ銃
kalina_(girls'_frontline),カリーナ（少女前線）
kallen_stadtfeld,カレン・シュタットフェルト（コードギアス）
kama_(fate),迦摩（Fate）
kamado_tanjirou,竈門炭治郎（鬼滅の刃）
kamijou_touma,上条当麻（とある魔術の禁書目録）
kamikaze_(kancolle),神風（艦隊これくしょん）
kamikita_komari,上木埜佳也（サクラノ詩）
kamina_(ttgl),カミナ（天元突破グレンラガン）
kamio_misuzu,神尾観鈴（AIR）
kamishirasawa_keine,上白沢慧音（東方Project）
kamoi_(kancolle),加茂井（艦隊これくしょん）（未実装）
kamui_gakupo,神威がくぽ（VOCALOID）
kan'u_unchou,関羽雲長（一騎当千）
kanabou,金棒
kaname_madoka,鹿目まどか（魔法少女まどか☆マギカ）
kanbaru_suruga,神原駿河（〈物語〉シリーズ）
kanji,漢字
kanna_kamui,カンナカムイ（小林さんちのメイドラゴン）
kanzaki_ranko,神崎蘭子（アイドルマスター シンデレラガールズ）
kanzashi,簪
kappougi,割烹着
karakasa_obake,傘おばけ
karaoke,カラオケ
karyl_(princess_connect!),キャル（プリンセスコネクト！Re:Dive）
kasane_teto,重音テト（UTAU）
kasumi_(kancolle),霞（艦隊これくしょん）
kasumigaoka_utaha,霞ヶ丘詩羽（冴えない彼女の育てかた）
katana,刀
katori_(kancolle),香取（艦隊これくしょん）
katou_asuka,加藤恵（冴えない彼女の育てかた）
katsuki_yuuri,勝生勇利（ユーリ!!! on ICE）
katsura_hinagiku,桂ヒナギク（ハヤテのごとく！）
katsuragi_(kancolle),葛城（艦隊これくしょん）
katyusha_(girls_und_panzer),カチューシャ（ガールズ&パンツァー）
kawakami_mai,川上まい（東方Project）
kawakaze_(kancolle),江風（艦隊これくしょん）
kawashiro_nitori,河城にとり（東方Project）
kay_(girls_und_panzer),ケイ（ガールズ&パンツァー）
kazami_yuuka,風見幽香（東方Project）
kazami_yuuka_(pc-98),風見幽香（PC-98）
kazanari_tsubasa,風鳴翼（戦姫絶唱シンフォギア）
keep_out,立入禁止
keith_goodman,キース・グッドマン（アイカツ！）
keizoku_military_uniform,警備隊制服（東方Project）
kemonomimi_mode,獣耳モード
kenzaki_makoto,剣崎真琴（ハートキャッチプリキュア！）
kerchief,スカーフ
kero,ケロ
ketchup,ケチャップ
key,鍵
keyboard_(computer),キーボード（コンピューター）
keyboard_(instrument),キーボード（楽器）
keychain,キーホルダー
keyhole,鍵穴
keystone,キーストーン
kiana_kaslana,キアナ・カスラナ（崩壊3rd）
kickboard,キックボード
kicking,キック
kigurumi,着ぐるみ
kijin_seija,鬼人正邪（東方Project）
kikuchi_makoto,菊地真（アイドルマスター）
kimono,着物
kimono_lift,着物を持ち上げている
kimono_pull,着物を引っ張っている
kimono_skirt,着物の裾
kinchaku,巾着
kindergarten_uniform,幼稚園制服
king_(chess),キング（チェス）
king_hassan_(fate),キング・ハサン（Fate）
kino_(kino_no_tabi),キノ（キノの旅）
kinomoto_sakura,木之本桜（カードキャプターさくら）
kinu_(kancolle),鬼怒（艦隊これくしょん）
kinugasa_(kancolle),衣笠（艦隊これくしょん）
kirby,カービィ
kirima_sharo,桐間紗路（ご注文はうさぎですか？）
kirisame_marisa,霧雨魔理沙（東方Project）
kirishima_(kancolle),霧島（艦隊これくしょん）
kirito,キリト（ソードアート・オンライン）
kiryu_coco,桐生ココ（ホロライブ）
kiryuuin_satsuki,鬼龍院皐月（キルラキル）
kisaragi_(azur_lane),如月（アズールレーン）
kisaragi_(kancolle),如月（艦隊これくしょん）
kisaragi_chihaya,如月千早（アイドルマスター）
kisaragi_shintarou,如月伸太郎（カゲロウプロジェクト）
kise_yayoi,黄瀬やよい（スマイルプリキュア！）
kiseru,煙管
kishin_sagume,稀神サグメ（東方Project）
kiso_(kancolle),木曾（艦隊これくしょん）
kiss,キス
kissing_cheek,頬へのキス
kisume,キスメ（東方Project）
kita_high_school_uniform,北高校制服（けいおん！）
kitakami_(kancolle),北上（艦隊これくしょん）
kitashirakawa_chiyuri,北白河ちゆり（東方Project）
kitchen,キッチン
kitchen_knife,包丁
kittysuit,キティスーツ
kiyohime_(fate),清姫（Fate）
kiyoshimo_(kancolle),清霜（艦隊これくしょん）
kizuna_ai,キズナアイ
kizuna_akari,絆アカリ（D4DJ）
knee_boots,ニーブーツ
knee_pads,ニーパッド
knee_up,膝を上げている
kneehighs,ニーハイソックス
kneeling,跪いている
kneepits,膝の裏
knees_apart_feet_together,膝開き足閉じ
knees_on_chest,膝を胸に乗せて
knees_to_chest,膝を胸に抱えて
knees_together_feet_apart,膝閉じ足開き
knees_up,膝を上げて
knife,ナイフ
knight_(chess),ナイト（チェス）
koakuma,小悪魔（東方Project）
kobayakawa_yutaka,小早川ゆたか（らき☆すた）
kochiya_sanae,東風谷早苗（東方Project）
kochou_shinobu,胡蝶しのぶ（鬼滅の刃）
kohaku_(tsukihime),琥珀（月姫）
kohinata_miho,小日向未来（戦姫絶唱シンフォギア）
koi,鯉
koizumi_hanayo,小泉花陽（ラブライブ！）
kokkoro_(princess_connect!),コッコロ（プリンセスコネクト！Re:Dive）
komaeda_nagito,狛枝凪斗（ダンガンロンパ）
komaki_manaka,小牧愛佳（アイカツ！）
komeiji_koishi,古明地こいし（東方Project）
komeiji_satori,古明地さとり（東方Project）
kongou_(kancolle),金剛（艦隊これくしょん）
konjiki_no_yami,金色の闇（To LOVEる）
konno_junko,紺野純子（ゾンビランドサガ）
konpaku_youki,魂魄妖忌（東方Project）
konpaku_youmu,魂魄妖夢（東方Project）
konpaku_youmu_(ghost),魂魄妖夢（幽霊形態）
kooh,コウ（東方Project）
korean_text,韓国語のテキスト
koshimizu_sachiko,小清水紗智子（咲-Saki-）
kotatsu,こたつ
kotegawa_yui,古手川唯（To LOVEる）
kotobuki_tsumugi,琴吹紬（けいおん！）
kotomine_kirei,言峰綺礼（Fate）
kotonoha_akane,琴葉茜（VOCALOID）
kotonoha_aoi,琴葉葵（VOCALOID）
kotoyoro,ことよろ（東方Project）
kourindou_tengu_costume,香霖堂天狗コスチューム
kousaka_honoka,高坂穂乃果（ラブライブ！）
kousaka_kirino,高坂桐乃（俺の妹がこんなに可愛いわけがない）
kousaka_tamaki,高坂たまき（D4DJ）
koyanskaya_(fate),コヤンスカヤ（Fate）
kujo_jolyne,空条徐倫（ジョジョの奇妙な冒険）
kujo_jotaro,空条承太郎（ジョジョの奇妙な冒険）
kujou_karen,九条カレン（スターライトステージ）
kuma_(kancolle),球磨（艦隊これくしょん）
kuma_(persona_4),クマ（ペルソナ4）
kumoi_ichirin,雲居一輪（東方Project）
kunai,クナイ
kunikida_hanamaru,国木田花丸（ラブライブ！サンシャイン!!）
kureiji_ollie,クレイジー・オリー（ホロライブ）
kurodani_yamame,黒谷ヤマメ（東方Project）
kurokawa_eren,黒川エレン（アイドルマスター シャイニーカラーズ）
kurokoma_saki,黒駒サキ（スターライトステージ）
kurosawa_dia,黒澤ダイヤ（ラブライブ！サンシャイン!!）
kurosawa_ruby,黒澤ルビィ（ラブライブ！サンシャイン!!）
kuroyukihime,黒雪姫（アクセル・ワールド）
kurugaya_yuiko,来ヶ谷唯湖（リトルバスターズ！）
kurumi_erika,胡桃エリカ（D4DJ）
kusugawa_sasara,楠明日葉（バトルガールハイスクール）
kuwayama_chiyuki,桑山千雪（アイドルマスター シャイニーカラーズ）
kyon,キョン（涼宮ハルヒの憂鬱）
kyonko,キョン子（涼宮ハルヒの憂鬱）
kyouka_(princess_connect!),キョウカ（プリンセスコネクト！Re:Dive）
kyubey,キュゥべえ（魔法少女まどか☆マギカ）
kyuudou,弓道
labcoat,白衣
labia,陰唇
lace,レース
lace-trimmed_bra,レース縁取りブラジャー
